,commodity,country,quantity
2539,"Oil, Soybean",Thailand,256.0
2540,"Oil, Soybean",Trinidad and Tobago,322.0
2541,"Oil, Soybean",Tunisia,4723.0
2542,"Oil, Soybean",Turkey,4267.0
2543,"Oil, Soybean",Ukraine,392.0
2545,"Oil, Soybean",United Arab Emirates,845.0
2546,"Oil, Soybean",United Kingdom,1866.0
2548,"Oil, Soybean",Uruguay,313.0
2549,"Oil, Soybean",Uzbekistan,42.0
2550,"Oil, Soybean",Venezuela,7306.0
2551,"Oil, Soybean",Vietnam,1395.0
2552,"Oil, Soybean",Zambia,312.0
2553,"Oil, Soybean",Zimbabwe,554.0
2554,"Oil, Soybean (Local)",Argentina,124.0
2555,"Oil, Soybean (Local)",Brazil,2836.0
2556,"Oil, Sunflowerseed",Algeria,5688.0
2557,"Oil, Sunflowerseed",Argentina,8.0
2558,"Oil, Sunflowerseed",Australia,783.0
2559,"Oil, Sunflowerseed",Austria,548.0
2560,"Oil, Sunflowerseed",Belarus,1617.0
2562,"Oil, Sunflowerseed",Bolivia,7.0
2563,"Oil, Sunflowerseed",Bosnia and Herzegovina,883.0
2564,"Oil, Sunflowerseed",Brazil,617.0
2565,"Oil, Sunflowerseed",Bulgaria,34.0
2567,"Oil, Sunflowerseed",Canada,655.0
2568,"Oil, Sunflowerseed",China,1963.0
2569,"Oil, Sunflowerseed",Croatia,110.0
2570,"Oil, Sunflowerseed",Cuba,2301.0
2571,"Oil, Sunflowerseed",Czech Republic,30.0
2572,"Oil, Sunflowerseed",Denmark,60.0
2575,"Oil, Sunflowerseed",Egypt,9764.0
2576,"Oil, Sunflowerseed",Estonia,124.0
2578,"Oil, Sunflowerseed",Finland,37.0
2581,"Oil, Sunflowerseed",France,2285.0
2582,"Oil, Sunflowerseed",Georgia,576.0
2585,"Oil, Sunflowerseed",Greece,59.0
2586,"Oil, Sunflowerseed",Guatemala,560.0
2587,"Oil, Sunflowerseed",Haiti,3.0
2588,"Oil, Sunflowerseed",Hungary,83.0
2589,"Oil, Sunflowerseed",India,10024.0
2590,"Oil, Sunflowerseed",Iran,5420.0
2591,"Oil, Sunflowerseed",Iraq,1923.0
2592,"Oil, Sunflowerseed",Ireland,136.0
2593,"Oil, Sunflowerseed",Israel,275.0
2594,"Oil, Sunflowerseed",Italy,292.0
2595,"Oil, Sunflowerseed",Japan,801.0
2596,"Oil, Sunflowerseed",Jordan,317.0
2597,"Oil, Sunflowerseed",Kazakhstan,1068.0
2598,"Oil, Sunflowerseed",Kyrgyzstan,0.0
2599,"Oil, Sunflowerseed",Latvia,256.0
2600,"Oil, Sunflowerseed",Lebanon,0.0
2601,"Oil, Sunflowerseed",Libya,597.0
2602,"Oil, Sunflowerseed",Lithuania,248.0
2603,"Oil, Sunflowerseed",Macedonia,407.0
2604,"Oil, Sunflowerseed",Mexico,3638.0
2605,"Oil, Sunflowerseed",Moldova,114.0
2606,"Oil, Sunflowerseed",Morocco,501.0
2607,"Oil, Sunflowerseed",Netherlands,1009.0
2608,"Oil, Sunflowerseed",Pakistan,111.0
2609,"Oil, Sunflowerseed",Paraguay,102.0
2610,"Oil, Sunflowerseed",Peru,142.0
2611,"Oil, Sunflowerseed",Poland,1150.0
2612,"Oil, Sunflowerseed",Portugal,22.0
2613,"Oil, Sunflowerseed",Romania,402.0
2614,"Oil, Sunflowerseed",Russia,4861.0
2617,"Oil, Sunflowerseed",Slovakia,20.0
2618,"Oil, Sunflowerseed",Slovenia,274.0
2619,"Oil, Sunflowerseed",South Africa,3654.0
2620,"Oil, Sunflowerseed",Spain,396.0
2621,"Oil, Sunflowerseed",Sweden,90.0
2622,"Oil, Sunflowerseed",Switzerland,1640.0
2623,"Oil, Sunflowerseed",Syria,1129.0
2624,"Oil, Sunflowerseed",Taiwan,463.0
2625,"Oil, Sunflowerseed",Turkey,8448.0
2626,"Oil, Sunflowerseed",Ukraine,1550.0
2628,"Oil, Sunflowerseed",United Kingdom,1171.0
2630,"Oil, Sunflowerseed",Uruguay,171.0
2631,"Oil, Sunflowerseed",Uzbekistan,875.0
2632,"Oil, Sunflowerseed",Venezuela,2074.0
2633,"Oilseed, Copra",Australia,339.0
2637,"Oilseed, Copra",Denmark,438.0
2641,"Oilseed, Copra",Fiji,38.0
2642,"Oilseed, Copra",France,1056.0
2644,"Oilseed, Copra",Germany,0.0
2646,"Oilseed, Copra",Ghana,0.0
2648,"Oilseed, Copra",India,298.0
2649,"Oilseed, Copra",Indonesia,95.0
2650,"Oilseed, Copra",Ireland,93.0
2651,"Oilseed, Copra",Italy,277.0
2652,"Oilseed, Copra",Japan,2791.0
2654,"Oilseed, Copra",Malaysia,762.0
2655,"Oilseed, Copra",Mexico,1.0
2656,"Oilseed, Copra",Mozambique,0.0
2657,"Oilseed, Copra",Netherlands,1716.0
2658,"Oilseed, Copra",Nigeria,0.0
2659,"Oilseed, Copra",Norway,392.0
2660,"Oilseed, Copra",Papua New Guinea,0.0
2661,"Oilseed, Copra",Philippines,737.0
2662,"Oilseed, Copra",Portugal,471.0
2666,"Oilseed, Copra",Solomon Islands,0.0
2667,"Oilseed, Copra",Spain,203.0
2668,"Oilseed, Copra",Sri Lanka,0.0
2669,"Oilseed, Copra",Sweden,909.0
2670,"Oilseed, Copra",Switzerland,218.0
2672,"Oilseed, Copra",Thailand,69.0
2674,"Oilseed, Copra",United Kingdom,601.0
2677,"Oilseed, Copra",Venezuela,185.0
2678,"Oilseed, Copra",Vietnam,10.0
2679,"Oilseed, Cottonseed",Algeria,0.0
2680,"Oilseed, Cottonseed",Argentina,9.0
2681,"Oilseed, Cottonseed",Armenia,140.0
2682,"Oilseed, Cottonseed",Australia,2.0
2683,"Oilseed, Cottonseed",Azerbaijan,0.0
2684,"Oilseed, Cottonseed",Benin,0.0
2685,"Oilseed, Cottonseed",Brazil,54.0
2688,"Oilseed, Cottonseed",Cameroon,1.0
2689,"Oilseed, Cottonseed",Chad,0.0
2690,"Oilseed, Cottonseed",China,1147.0
2692,"Oilseed, Cottonseed",Denmark,4.0
2695,"Oilseed, Cottonseed",Egypt,0.0
2697,"Oilseed, Cottonseed",France,1.0
2698,"Oilseed, Cottonseed",Georgia,20.0
2700,"Oilseed, Cottonseed",Greece,540.0
2701,"Oilseed, Cottonseed",India,0.0
2702,"Oilseed, Cottonseed",Indonesia,0.0
2703,"Oilseed, Cottonseed",Iran,65.0
2704,"Oilseed, Cottonseed",Ireland,3.0
2705,"Oilseed, Cottonseed",Italy,302.0
2706,"Oilseed, Cottonseed",Japan,7248.0
2707,"Oilseed, Cottonseed",Kazakhstan,147.0
2709,"Oilseed, Cottonseed",Kyrgyzstan,359.0
2710,"Oilseed, Cottonseed",Madagascar,0.0
2711,"Oilseed, Cottonseed",Mali,239.0
2712,"Oilseed, Cottonseed",Mexico,5377.0
2713,"Oilseed, Cottonseed",Mozambique,0.0
2714,"Oilseed, Cottonseed",Nigeria,106.0
2715,"Oilseed, Cottonseed",Pakistan,5.0
2716,"Oilseed, Cottonseed",Paraguay,35.0
2717,"Oilseed, Cottonseed",Poland,9.0
2718,"Oilseed, Cottonseed",Russia,2.0
2719,"Oilseed, Cottonseed",Saudi Arabia,961.0
2720,"Oilseed, Cottonseed",South Africa,1224.0
2721,"Oilseed, Cottonseed",Spain,67.0
2722,"Oilseed, Cottonseed",Sudan,2.0
2723,"Oilseed, Cottonseed",Syria,0.0
2724,"Oilseed, Cottonseed",Tajikistan,160.0
2726,"Oilseed, Cottonseed",Togo,17.0
2727,"Oilseed, Cottonseed",Turkey,1510.0
2728,"Oilseed, Cottonseed",Turkmenistan,275.0
2729,"Oilseed, Cottonseed",Uganda,0.0
2731,"Oilseed, Cottonseed",United Kingdom,3.0
2733,"Oilseed, Cottonseed",Uzbekistan,1185.0
2736,"Oilseed, Cottonseed",Zimbabwe,10.0
2738,"Oilseed, Palm Kernel",Benin,0.0
2739,"Oilseed, Palm Kernel",Brazil,0.0
2740,"Oilseed, Palm Kernel",Cameroon,0.0
2741,"Oilseed, Palm Kernel",Colombia,2.0
2743,"Oilseed, Palm Kernel",Costa Rica,68.0
2745,"Oilseed, Palm Kernel",Denmark,398.0
2746,"Oilseed, Palm Kernel",Dominican Republic,0.0
2749,"Oilseed, Palm Kernel",Ecuador,6.0
2751,"Oilseed, Palm Kernel",France,470.0
2753,"Oilseed, Palm Kernel",Ghana,0.0
2754,"Oilseed, Palm Kernel",Greece,57.0
2755,"Oilseed, Palm Kernel",Guatemala,0.0
2756,"Oilseed, Palm Kernel",Guinea,0.0
2758,"Oilseed, Palm Kernel",Honduras,0.0
2759,"Oilseed, Palm Kernel",India,0.0
2760,"Oilseed, Palm Kernel",Indonesia,10.0
2761,"Oilseed, Palm Kernel",Ireland,29.0
2762,"Oilseed, Palm Kernel",Italy,20.0
2763,"Oilseed, Palm Kernel",Liberia,0.0
2764,"Oilseed, Palm Kernel",Malaysia,495.0
2765,"Oilseed, Palm Kernel",Nigeria,105.0
2766,"Oilseed, Palm Kernel",Papua New Guinea,0.0
2767,"Oilseed, Palm Kernel",Paraguay,0.0
2768,"Oilseed, Palm Kernel",Philippines,3.0
2769,"Oilseed, Palm Kernel",Portugal,308.0
2771,"Oilseed, Palm Kernel",Sierra Leone,0.0
2773,"Oilseed, Palm Kernel",Solomon Islands,0.0
2774,"Oilseed, Palm Kernel",Spain,12.0
2775,"Oilseed, Palm Kernel",Switzerland,115.0
2776,"Oilseed, Palm Kernel",Thailand,0.0
2777,"Oilseed, Palm Kernel",Togo,0.0
2779,"Oilseed, Palm Kernel",United Kingdom,1798.0
2780,"Oilseed, Peanut",Argentina,0.0
2781,"Oilseed, Peanut",Australia,463.0
2782,"Oilseed, Peanut",Austria,36.0
2783,"Oilseed, Peanut",Bangladesh,0.0
2785,"Oilseed, Peanut",Benin,0.0
2786,"Oilseed, Peanut",Brazil,215.0
2789,"Oilseed, Peanut",Cameroon,0.0
2790,"Oilseed, Peanut",Canada,4431.0
2791,"Oilseed, Peanut",Central African Republic,0.0
2792,"Oilseed, Peanut",Chad,0.0
2793,"Oilseed, Peanut",China,317.0
2798,"Oilseed, Peanut",Egypt,183.0
2801,"Oilseed, Peanut",France,2977.0
2804,"Oilseed, Peanut",Ghana,6.0
2805,"Oilseed, Peanut",Guinea,0.0
2807,"Oilseed, Peanut",India,5.0
2808,"Oilseed, Peanut",Indonesia,5566.0
2809,"Oilseed, Peanut",Italy,1220.0
2810,"Oilseed, Peanut",Japan,4973.0
2812,"Oilseed, Peanut",Malawi,0.0
2813,"Oilseed, Peanut",Malaysia,1417.0
2814,"Oilseed, Peanut",Mali,0.0
2815,"Oilseed, Peanut",Mexico,2669.0
2816,"Oilseed, Peanut",Morocco,37.0
2817,"Oilseed, Peanut",Mozambique,21.0
2818,"Oilseed, Peanut",Netherlands,2281.0
2819,"Oilseed, Peanut",Nicaragua,9.0
2820,"Oilseed, Peanut",Niger,0.0
2821,"Oilseed, Peanut",Nigeria,227.0
2822,"Oilseed, Peanut",Norway,239.0
2823,"Oilseed, Peanut",Pakistan,190.0
2824,"Oilseed, Peanut",Philippines,1568.0
2825,"Oilseed, Peanut",Portugal,771.0
2826,"Oilseed, Peanut",Russia,2498.0
2827,"Oilseed, Peanut",Senegal,354.0
2829,"Oilseed, Peanut",South Africa,622.0
2830,"Oilseed, Peanut",Spain,561.0
2831,"Oilseed, Peanut",Sudan,0.0
2832,"Oilseed, Peanut",Sweden,50.0
2833,"Oilseed, Peanut",Switzerland,938.0
2834,"Oilseed, Peanut",Taiwan,116.0
2836,"Oilseed, Peanut",Thailand,978.0
2837,"Oilseed, Peanut",Togo,0.0
2838,"Oilseed, Peanut",Turkey,176.0
2839,"Oilseed, Peanut",Uganda,0.0
2841,"Oilseed, Peanut",United Kingdom,2405.0
2843,"Oilseed, Peanut",Vietnam,1177.0
2844,"Oilseed, Peanut",Zambia,0.0
2845,"Oilseed, Peanut",Zimbabwe,54.0
2846,"Oilseed, Rapeseed",Algeria,1285.0
2847,"Oilseed, Rapeseed",Argentina,0.0
2848,"Oilseed, Rapeseed",Australia,134.0
2849,"Oilseed, Rapeseed",Austria,4.0
2850,"Oilseed, Rapeseed",Bangladesh,4405.0
2851,"Oilseed, Rapeseed",Belarus,16.0
2853,"Oilseed, Rapeseed",Canada,3349.0
2854,"Oilseed, Rapeseed",Chile,12.0
2855,"Oilseed, Rapeseed",China,34120.0
2856,"Oilseed, Rapeseed",Czech Republic,43.0
2857,"Oilseed, Rapeseed",Denmark,51.0
2860,"Oilseed, Rapeseed",Ethiopia,2.0
2862,"Oilseed, Rapeseed",Finland,77.0
2864,"Oilseed, Rapeseed",France,1428.0
2867,"Oilseed, Rapeseed",Hungary,89.0
2868,"Oilseed, Rapeseed",India,594.0
2869,"Oilseed, Rapeseed",Ireland,39.0
2870,"Oilseed, Rapeseed",Italy,2576.0
2871,"Oilseed, Rapeseed",Japan,77399.0
2872,"Oilseed, Rapeseed",Kazakhstan,3.0
2874,"Oilseed, Rapeseed",Lithuania,33.0
2875,"Oilseed, Rapeseed",Mexico,24806.0
2876,"Oilseed, Rapeseed",Morocco,569.0
2877,"Oilseed, Rapeseed",Netherlands,3912.0
2878,"Oilseed, Rapeseed",Nigeria,2.0
2879,"Oilseed, Rapeseed",Norway,407.0
2880,"Oilseed, Rapeseed",Pakistan,11072.0
2881,"Oilseed, Rapeseed",Paraguay,0.0
2882,"Oilseed, Rapeseed",Poland,592.0
2883,"Oilseed, Rapeseed",Romania,4.0
2884,"Oilseed, Rapeseed",Russia,33.0
2885,"Oilseed, Rapeseed",Slovakia,103.0
2886,"Oilseed, Rapeseed",Spain,47.0
2887,"Oilseed, Rapeseed",Sweden,33.0
2888,"Oilseed, Rapeseed",Switzerland,136.0
2889,"Oilseed, Rapeseed",Taiwan,99.0
2890,"Oilseed, Rapeseed",Turkey,2101.0
2891,"Oilseed, Rapeseed",Ukraine,35.0
2893,"Oilseed, Rapeseed",United Arab Emirates,5993.0
2894,"Oilseed, Rapeseed",United Kingdom,2787.0
2896,"Oilseed, Soybean",Argentina,11740.0
2897,"Oilseed, Soybean",Australia,1155.0
2898,"Oilseed, Soybean",Austria,31.0
2899,"Oilseed, Soybean",Bangladesh,2796.0
2902,"Oilseed, Soybean",Bolivia,1810.0
2903,"Oilseed, Soybean",Bosnia and Herzegovina,317.0
2904,"Oilseed, Soybean",Brazil,23246.0
2906,"Oilseed, Soybean",Canada,16725.0
2907,"Oilseed, Soybean",Chile,2021.0
2908,"Oilseed, Soybean",China,614663.0
2909,"Oilseed, Soybean",Colombia,8541.0
2910,"Oilseed, Soybean",Costa Rica,5055.0
2912,"Oilseed, Soybean",Croatia,447.0
2913,"Oilseed, Soybean",Cuba,2263.0
2914,"Oilseed, Soybean",Denmark,8193.0
2915,"Oilseed, Soybean",Dominican Republic,672.0
2918,"Oilseed, Soybean",Ecuador,264.0
2919,"Oilseed, Soybean",Egypt,18650.0
2920,"Oilseed, Soybean",Estonia,196.0
2922,"Oilseed, Soybean",Finland,2647.0
2925,"Oilseed, Soybean",France,13182.0
2928,"Oilseed, Soybean",Greece,3515.0
2929,"Oilseed, Soybean",Guatemala,188.0
2930,"Oilseed, Soybean",Guyana,8.0
2931,"Oilseed, Soybean",Haiti,292.0
2932,"Oilseed, Soybean",Honduras,99.0
2933,"Oilseed, Soybean",Hungary,272.0
2934,"Oilseed, Soybean",India,120.0
2935,"Oilseed, Soybean",Indonesia,34945.0
2936,"Oilseed, Soybean",Iran,10843.0
2937,"Oilseed, Soybean",Iraq,138.0
2938,"Oilseed, Soybean",Ireland,97.0
2939,"Oilseed, Soybean",Israel,21072.0
2940,"Oilseed, Soybean",Italy,27862.0
2941,"Oilseed, Soybean",Jamaica,1157.0
2942,"Oilseed, Soybean",Japan,202478.0
2945,"Oilseed, Soybean",Macedonia,6.0
2946,"Oilseed, Soybean",Malaysia,17132.0
2947,"Oilseed, Soybean",Mexico,97599.0
2948,"Oilseed, Soybean",Morocco,5399.0
2949,"Oilseed, Soybean",Netherlands,58809.0
2950,"Oilseed, Soybean",Nicaragua,97.0
2951,"Oilseed, Soybean",Nigeria,219.0
2952,"Oilseed, Soybean",Norway,15439.0
2953,"Oilseed, Soybean",Pakistan,855.0
2954,"Oilseed, Soybean",Panama,192.0
2955,"Oilseed, Soybean",Paraguay,2904.0
2956,"Oilseed, Soybean",Peru,1916.0
2957,"Oilseed, Soybean",Philippines,4177.0
2958,"Oilseed, Soybean",Poland,2580.0
2959,"Oilseed, Soybean",Portugal,9707.0
2960,"Oilseed, Soybean",Romania,5205.0
2961,"Oilseed, Soybean",Russia,10025.0
2965,"Oilseed, Soybean",South Africa,1524.0
2966,"Oilseed, Soybean",Spain,51020.0
2967,"Oilseed, Soybean",Sweden,93.0
2968,"Oilseed, Soybean",Switzerland,2644.0
2969,"Oilseed, Soybean",Syria,3644.0
2970,"Oilseed, Soybean",Taiwan,86163.0
2971,"Oilseed, Soybean",Thailand,29380.0
2972,"Oilseed, Soybean",Trinidad and Tobago,1607.0
2973,"Oilseed, Soybean",Tunisia,18.0
2974,"Oilseed, Soybean",Turkey,18401.0
2975,"Oilseed, Soybean",Uganda,0.0
2976,"Oilseed, Soybean",Ukraine,1173.0
2978,"Oilseed, Soybean",United Arab Emirates,1977.0
2979,"Oilseed, Soybean",United Kingdom,18394.0
2981,"Oilseed, Soybean",Uruguay,126.0
2982,"Oilseed, Soybean",Uzbekistan,825.0
2983,"Oilseed, Soybean",Venezuela,5403.0
2984,"Oilseed, Soybean",Vietnam,7444.0
2985,"Oilseed, Soybean",Zambia,1.0
2986,"Oilseed, Soybean",Zimbabwe,233.0
2987,"Oilseed, Soybean (Local)",Argentina,11012.0
2988,"Oilseed, Soybean (Local)",Brazil,17385.0
2989,"Oilseed, Sunflowerseed",Argentina,427.0
2990,"Oilseed, Sunflowerseed",Armenia,25.0
2991,"Oilseed, Sunflowerseed",Australia,54.0
2992,"Oilseed, Sunflowerseed",Austria,130.0
2993,"Oilseed, Sunflowerseed",Azerbaijan,25.0
2994,"Oilseed, Sunflowerseed",Belarus,515.0
2996,"Oilseed, Sunflowerseed",Bolivia,11.0
2997,"Oilseed, Sunflowerseed",Bosnia and Herzegovina,0.0
2998,"Oilseed, Sunflowerseed",Brazil,94.0
2999,"Oilseed, Sunflowerseed",Bulgaria,279.0
3001,"Oilseed, Sunflowerseed",Canada,671.0
3002,"Oilseed, Sunflowerseed",China,186.0
3003,"Oilseed, Sunflowerseed",Croatia,35.0
3004,"Oilseed, Sunflowerseed",Czech Republic,116.0
3005,"Oilseed, Sunflowerseed",Denmark,40.0
3008,"Oilseed, Sunflowerseed",Egypt,449.0
3010,"Oilseed, Sunflowerseed",Finland,67.0
3013,"Oilseed, Sunflowerseed",France,868.0
3016,"Oilseed, Sunflowerseed",Greece,55.0
3017,"Oilseed, Sunflowerseed",Hungary,326.0
3018,"Oilseed, Sunflowerseed",India,6.0
3019,"Oilseed, Sunflowerseed",Iran,412.0
3020,"Oilseed, Sunflowerseed",Israel,296.0
3021,"Oilseed, Sunflowerseed",Italy,1514.0
3022,"Oilseed, Sunflowerseed",Kazakhstan,544.0
3024,"Oilseed, Sunflowerseed",Lebanon,0.0
3025,"Oilseed, Sunflowerseed",Macedonia,31.0
3026,"Oilseed, Sunflowerseed",Mexico,5701.0
3027,"Oilseed, Sunflowerseed",Moldova,383.0
3028,"Oilseed, Sunflowerseed",Morocco,985.0
3029,"Oilseed, Sunflowerseed",Netherlands,3745.0
3030,"Oilseed, Sunflowerseed",Pakistan,1494.0
3031,"Oilseed, Sunflowerseed",Paraguay,47.0
3032,"Oilseed, Sunflowerseed",Poland,100.0
3033,"Oilseed, Sunflowerseed",Portugal,3346.0
3034,"Oilseed, Sunflowerseed",Romania,110.0
3035,"Oilseed, Sunflowerseed",Russia,473.0
3038,"Oilseed, Sunflowerseed",Slovakia,1.0
3039,"Oilseed, Sunflowerseed",South Africa,662.0
3040,"Oilseed, Sunflowerseed",Spain,422.0
3041,"Oilseed, Sunflowerseed",Sweden,111.0
3042,"Oilseed, Sunflowerseed",Switzerland,548.0
3043,"Oilseed, Sunflowerseed",Turkey,11301.0
3044,"Oilseed, Sunflowerseed",Ukraine,171.0
3046,"Oilseed, Sunflowerseed",United Kingdom,998.0
3048,"Oilseed, Sunflowerseed",Uruguay,7.0
3049,Orange Juice,Argentina,31946.0
3050,Orange Juice,Australia,866938.0
3051,Orange Juice,Brazil,0.0
3052,Orange Juice,Canada,1584257.0
3053,Orange Juice,China,774027.0
3055,Orange Juice,Germany,707780.0
3057,Orange Juice,Greece,122850.0
3058,Orange Juice,Israel,790163.0
3059,Orange Juice,Italy,141569.0
3060,Orange Juice,Japan,2184895.0
3063,Orange Juice,Mexico,22465.0
3064,Orange Juice,Morocco,36064.0
3065,Orange Juice,Netherlands,814898.0
3066,Orange Juice,Russia,659000.0
3067,Orange Juice,South Africa,12568.0
3068,Orange Juice,Spain,343700.0
3069,Orange Juice,Sweden,141475.0
3070,Orange Juice,Switzerland,0.0
3071,Orange Juice,Turkey,111304.0
3073,"Oranges, Fresh",Algeria,0.0
3074,"Oranges, Fresh",Argentina,40.0
3075,"Oranges, Fresh",Australia,417.0
3076,"Oranges, Fresh",Brazil,88.0
3077,"Oranges, Fresh",Canada,2821.0
3078,"Oranges, Fresh",Chile,23.0
3079,"Oranges, Fresh",China,1140.0
3080,"Oranges, Fresh",Costa Rica,593.0
3081,"Oranges, Fresh",Croatia,0.0
3082,"Oranges, Fresh",Cuba,0.0
3083,"Oranges, Fresh",Cyprus,0.0
3084,"Oranges, Fresh",Egypt,0.0
3088,"Oranges, Fresh",Greece,45.0
3089,"Oranges, Fresh",Guatemala,597.0
3091,"Oranges, Fresh",Iran,0.0
3092,"Oranges, Fresh",Iraq,1092.0
3093,"Oranges, Fresh",Israel,428.0
3094,"Oranges, Fresh",Italy,414.0
3095,"Oranges, Fresh",Japan,4225.0
3097,"Oranges, Fresh",Lebanon,0.0
3098,"Oranges, Fresh",Malaysia,1237.0
3099,"Oranges, Fresh",Mexico,486.0
3100,"Oranges, Fresh",Morocco,0.0
3101,"Oranges, Fresh",Mozambique,523.0
3102,"Oranges, Fresh",Netherlands,4197.0
3103,"Oranges, Fresh",Norway,512.0
3104,"Oranges, Fresh",Russia,6404.0
3105,"Oranges, Fresh",Saudi Arabia,3169.0
3108,"Oranges, Fresh",South Africa,102.0
3109,"Oranges, Fresh",Spain,594.0
3110,"Oranges, Fresh",Sweden,0.0
3111,"Oranges, Fresh",Switzerland,879.0
3112,"Oranges, Fresh",Tunisia,0.0
3113,"Oranges, Fresh",Turkey,644.0
3114,"Oranges, Fresh",Ukraine,1532.0
3115,"Oranges, Fresh",United Arab Emirates,1820.0
3117,"Oranges, Fresh",Uruguay,0.0
3118,"Oranges, Fresh",Vietnam,500.0
3119,"Pears, Fresh",Argentina,12509.0
3120,"Pears, Fresh",Australia,41837.0
3121,"Pears, Fresh",Austria,420500.0
3123,"Pears, Fresh",Brazil,1913400.0
3124,"Pears, Fresh",Bulgaria,993.0
3125,"Pears, Fresh",Canada,2046444.0
3126,"Pears, Fresh",Chile,1000.0
3127,"Pears, Fresh",China,24092.0
3128,"Pears, Fresh",Colombia,254700.0
3129,"Pears, Fresh",Denmark,220358.0
3130,"Pears, Fresh",Ecuador,108400.0
3133,"Pears, Fresh",France,1786600.0
3135,"Pears, Fresh",Germany,1954624.0
3137,"Pears, Fresh",Greece,114911.0
3139,"Pears, Fresh",Hungary,0.0
3140,"Pears, Fresh",India,125100.0
3141,"Pears, Fresh",Indonesia,1145400.0
3142,"Pears, Fresh",Iran,121900.0
3143,"Pears, Fresh",Italy,1521973.0
3144,"Pears, Fresh",Japan,4067.0
3145,"Pears, Fresh",Lebanon,0.0
3146,"Pears, Fresh",Malaysia,633400.0
3147,"Pears, Fresh",Mexico,1688123.0
3148,"Pears, Fresh",Netherlands,1420841.0
3149,"Pears, Fresh",New Zealand,55602.0
3150,"Pears, Fresh",Norway,554619.0
3151,"Pears, Fresh",Peru,133300.0
3152,"Pears, Fresh",Philippines,155500.0
3153,"Pears, Fresh",Russia,4954865.0
3154,"Pears, Fresh",Saudi Arabia,168500.0
3156,"Pears, Fresh",South Africa,1100.0
3157,"Pears, Fresh",Spain,414100.0
3158,"Pears, Fresh",Sweden,657070.0
3159,"Pears, Fresh",Switzerland,236963.0
3160,"Pears, Fresh",Taiwan,143400.0
3161,"Pears, Fresh",Thailand,431200.0
3162,"Pears, Fresh",Turkey,7577.0
3163,"Pears, Fresh",United Arab Emirates,230600.0
3164,"Pears, Fresh",United Kingdom,2122696.0
3166,"Pears, Fresh",Venezuela,111900.0
3167,"Pears, Fresh",Vietnam,711700.0
3169,"Pistachios, Inshell Basis",Afghanistan,0.0
3170,"Pistachios, Inshell Basis",Australia,40065.0
3171,"Pistachios, Inshell Basis",Canada,130875.0
3172,"Pistachios, Inshell Basis",China,592500.0
3173,"Pistachios, Inshell Basis",Egypt,20075.0
3175,"Pistachios, Inshell Basis",Greece,24313.0
3177,"Pistachios, Inshell Basis",India,64950.0
3178,"Pistachios, Inshell Basis",Iran,0.0
3179,"Pistachios, Inshell Basis",Iraq,86625.0
3180,"Pistachios, Inshell Basis",Israel,27200.0
3181,"Pistachios, Inshell Basis",Italy,140735.0
3182,"Pistachios, Inshell Basis",Japan,39275.0
3183,"Pistachios, Inshell Basis",Jordan,4925.0
3184,"Pistachios, Inshell Basis",Lebanon,34000.0
3185,"Pistachios, Inshell Basis",Mexico,49925.0
3186,"Pistachios, Inshell Basis",Pakistan,36225.0
3187,"Pistachios, Inshell Basis",Russia,172725.0
3188,"Pistachios, Inshell Basis",Saudi Arabia,0.0
3189,"Pistachios, Inshell Basis",Syria,127249.0
3190,"Pistachios, Inshell Basis",Taiwan,56425.0
3191,"Pistachios, Inshell Basis",Turkey,85792.0
3192,"Pistachios, Inshell Basis",Ukraine,38450.0
3193,"Pistachios, Inshell Basis",United Arab Emirates,181750.0
3195,"Pistachios, Inshell Basis",Vietnam,0.0
3196,"Poultry, Meat, Broiler",Albania,0.0
3197,"Poultry, Meat, Broiler",Algeria,0.0
3198,"Poultry, Meat, Broiler",Angola,2986.0
3199,"Poultry, Meat, Broiler",Argentina,566.0
3200,"Poultry, Meat, Broiler",Armenia,19.0
3201,"Poultry, Meat, Broiler",Australia,55.0
3202,"Poultry, Meat, Broiler",Austria,195.0
3203,"Poultry, Meat, Broiler",Azerbaijan,651.0
3207,"Poultry, Meat, Broiler",Belarus,286.0
3209,"Poultry, Meat, Broiler",Benin,1255.0
3210,"Poultry, Meat, Broiler",Brazil,21.0
3211,"Poultry, Meat, Broiler",Bulgaria,23.0
3212,"Poultry, Meat, Broiler",Canada,2848.0
3213,"Poultry, Meat, Broiler",Chile,612.0
3214,"Poultry, Meat, Broiler",China,8910.0
3215,"Poultry, Meat, Broiler",Colombia,489.0
3218,"Poultry, Meat, Broiler",Costa Rica,0.0
3219,"Poultry, Meat, Broiler",Cuba,2390.0
3220,"Poultry, Meat, Broiler",Denmark,44.0
3221,"Poultry, Meat, Broiler",Dominican Republic,9.0
3223,"Poultry, Meat, Broiler",Egypt,709.0
3224,"Poultry, Meat, Broiler",Estonia,0.0
3226,"Poultry, Meat, Broiler",Finland,0.0
3229,"Poultry, Meat, Broiler",France,691.0
3230,"Poultry, Meat, Broiler",Gabon,590.0
3231,"Poultry, Meat, Broiler",Georgia,516.0
3233,"Poultry, Meat, Broiler",Germany,1826.0
3235,"Poultry, Meat, Broiler",Ghana,1368.0
3236,"Poultry, Meat, Broiler",Greece,206.0
3237,"Poultry, Meat, Broiler",Guatemala,1051.0
3238,"Poultry, Meat, Broiler",Haiti,652.0
3240,"Poultry, Meat, Broiler",Hungary,9.0
