,commodity,country,quantity
3241,"Poultry, Meat, Broiler",India,8.0
3242,"Poultry, Meat, Broiler",Indonesia,42.0
3243,"Poultry, Meat, Broiler",Iran,306.0
3244,"Poultry, Meat, Broiler",Iraq,6008.0
3245,"Poultry, Meat, Broiler",Ireland,139.0
3246,"Poultry, Meat, Broiler",Israel,22.0
3247,"Poultry, Meat, Broiler",Italy,443.0
3248,"Poultry, Meat, Broiler",Jamaica,808.0
3249,"Poultry, Meat, Broiler",Japan,18987.0
3250,"Poultry, Meat, Broiler",Jordan,434.0
3251,"Poultry, Meat, Broiler",Kazakhstan,1925.0
3253,"Poultry, Meat, Broiler",Kuwait,1790.0
3254,"Poultry, Meat, Broiler",Kyrgyzstan,0.0
3255,"Poultry, Meat, Broiler",Latvia,0.0
3256,"Poultry, Meat, Broiler",Lebanon,13.0
3257,"Poultry, Meat, Broiler",Lithuania,0.0
3258,"Poultry, Meat, Broiler",Macedonia,516.0
3259,"Poultry, Meat, Broiler",Malaysia,624.0
3260,"Poultry, Meat, Broiler",Mexico,8685.0
3261,"Poultry, Meat, Broiler",Moldova,276.0
3262,"Poultry, Meat, Broiler",Netherlands,859.0
3263,"Poultry, Meat, Broiler",Norway,3.0
3264,"Poultry, Meat, Broiler",Oman,1073.0
3265,"Poultry, Meat, Broiler",Peru,32.0
3266,"Poultry, Meat, Broiler",Philippines,1341.0
3267,"Poultry, Meat, Broiler",Poland,303.0
3268,"Poultry, Meat, Broiler",Portugal,36.0
3269,"Poultry, Meat, Broiler",Qatar,973.0
3270,"Poultry, Meat, Broiler",Romania,341.0
3271,"Poultry, Meat, Broiler",Russia,21073.0
3272,"Poultry, Meat, Broiler",Saudi Arabia,11748.0
3274,"Poultry, Meat, Broiler",South Africa,4071.0
3275,"Poultry, Meat, Broiler",Spain,716.0
3276,"Poultry, Meat, Broiler",Sweden,0.0
3277,"Poultry, Meat, Broiler",Switzerland,369.0
3278,"Poultry, Meat, Broiler",Syria,0.0
3279,"Poultry, Meat, Broiler",Taiwan,1279.0
3280,"Poultry, Meat, Broiler",Tajikistan,17.0
3281,"Poultry, Meat, Broiler",Thailand,30.0
3282,"Poultry, Meat, Broiler",Turkey,5.0
3283,"Poultry, Meat, Broiler",Turkmenistan,19.0
3284,"Poultry, Meat, Broiler",Ukraine,2207.0
3286,"Poultry, Meat, Broiler",United Arab Emirates,3765.0
3287,"Poultry, Meat, Broiler",United Kingdom,1718.0
3289,"Poultry, Meat, Broiler",Uzbekistan,92.0
3290,"Poultry, Meat, Broiler",Venezuela,2669.0
3291,"Poultry, Meat, Broiler",Vietnam,460.0
3292,"Poultry, Meat, Broiler",Yemen,1552.0
3294,"Poultry, Meat, Turkey",Algeria,0.0
3295,"Poultry, Meat, Turkey",Argentina,2.0
3296,"Poultry, Meat, Turkey",Australia,0.0
3297,"Poultry, Meat, Turkey",Austria,33.0
3299,"Poultry, Meat, Turkey",Brazil,0.0
3300,"Poultry, Meat, Turkey",Bulgaria,21.0
3301,"Poultry, Meat, Turkey",Canada,215.0
3302,"Poultry, Meat, Turkey",China,555.0
3303,"Poultry, Meat, Turkey",Denmark,40.0
3305,"Poultry, Meat, Turkey",Egypt,73.0
3309,"Poultry, Meat, Turkey",France,80.0
3311,"Poultry, Meat, Turkey",Germany,796.0
3313,"Poultry, Meat, Turkey",Greece,24.0
3315,"Poultry, Meat, Turkey",Hungary,9.0
3316,"Poultry, Meat, Turkey",Ireland,29.0
3317,"Poultry, Meat, Turkey",Israel,0.0
3318,"Poultry, Meat, Turkey",Italy,150.0
3319,"Poultry, Meat, Turkey",Japan,10.0
3321,"Poultry, Meat, Turkey",Mexico,3140.0
3322,"Poultry, Meat, Turkey",Netherlands,441.0
3323,"Poultry, Meat, Turkey",Norway,0.0
3324,"Poultry, Meat, Turkey",Peru,0.0
3325,"Poultry, Meat, Turkey",Poland,83.0
3326,"Poultry, Meat, Turkey",Portugal,8.0
3327,"Poultry, Meat, Turkey",Russia,1873.0
3328,"Poultry, Meat, Turkey",South Africa,521.0
3329,"Poultry, Meat, Turkey",Spain,145.0
3330,"Poultry, Meat, Turkey",Sweden,0.0
3331,"Poultry, Meat, Turkey",Switzerland,49.0
3332,"Poultry, Meat, Turkey",Taiwan,159.0
3333,"Poultry, Meat, Turkey",Turkey,0.0
3335,"Poultry, Meat, Turkey",United Kingdom,296.0
3337,"Poultry, Meat, Turkey",Venezuela,0.0
3339,Raisins,Afghanistan,0.0
3340,Raisins,Algeria,109775.0
3341,Raisins,Argentina,2182.0
3342,Raisins,Australia,484215.0
3343,Raisins,Brazil,307725.0
3344,Raisins,Canada,470375.0
3345,Raisins,Chile,9816.0
3346,Raisins,China,191038.0
3347,Raisins,Colombia,103481.0
3350,Raisins,Greece,11260.0
3351,Raisins,India,123500.0
3352,Raisins,Iran,3000.0
3353,Raisins,Iraq,150300.0
3354,Raisins,Japan,451750.0
3355,Raisins,Kazakhstan,57150.0
3358,Raisins,Malaysia,88750.0
3359,Raisins,Mexico,263217.0
3360,Raisins,Morocco,64800.0
3361,Raisins,New Zealand,114250.0
3362,Raisins,Norway,61000.0
3363,Raisins,Peru,82400.0
3364,Raisins,Philippines,51900.0
3365,Raisins,Russia,824675.0
3366,Raisins,South Africa,10183.0
3367,Raisins,Spain,0.0
3368,Raisins,Switzerland,61800.0
3369,Raisins,Taiwan,93800.0
3370,Raisins,Turkey,67138.0
3371,Raisins,Ukraine,255450.0
3372,Raisins,United Arab Emirates,198700.0
3374,Raisins,Uzbekistan,0.0
3375,Raisins,Venezuela,60900.0
3376,"Rice, Milled",Afghanistan,3781.0
3377,"Rice, Milled",Algeria,2290.0
3378,"Rice, Milled",Angola,5572.0
3379,"Rice, Milled",Argentina,197.0
3380,"Rice, Milled",Armenia,109.0
3381,"Rice, Milled",Australia,2556.0
3382,"Rice, Milled",Azerbaijan,392.0
3383,"Rice, Milled",Bangladesh,27184.0
3384,"Rice, Milled",Belarus,527.0
3385,"Rice, Milled",Benin,3802.0
3386,"Rice, Milled",Bolivia,560.0
3387,"Rice, Milled",Bosnia and Herzegovina,147.0
3388,"Rice, Milled",Brazil,22990.0
3389,"Rice, Milled",Brunei,1229.0
3390,"Rice, Milled",Bulgaria,606.0
3393,"Rice, Milled",Cambodia,2912.0
3394,"Rice, Milled",Cameroon,6757.0
3395,"Rice, Milled",Canada,9218.0
3397,"Rice, Milled",Chad,282.0
3398,"Rice, Milled",Chile,2890.0
3399,"Rice, Milled",China,27329.0
3400,"Rice, Milled",Colombia,3706.0
3402,"Rice, Milled",Costa Rica,1997.0
3404,"Rice, Milled",Croatia,56.0
3405,"Rice, Milled",Cuba,16587.0
3406,"Rice, Milled",Cyprus,47.0
3407,"Rice, Milled",Czech Republic,349.0
3408,"Rice, Milled",Djibouti,840.0
3409,"Rice, Milled",Dominican Republic,1346.0
3412,"Rice, Milled",Ecuador,673.0
3413,"Rice, Milled",Egypt,888.0
3414,"Rice, Milled",El Salvador,1444.0
3415,"Rice, Milled",Estonia,46.0
3419,"Rice, Milled",Gabon,63.0
3421,"Rice, Milled",Ghana,9378.0
3422,"Rice, Milled",Guatemala,1134.0
3423,"Rice, Milled",Guinea,7927.0
3425,"Rice, Milled",Guyana,0.0
3426,"Rice, Milled",Haiti,7344.0
3427,"Rice, Milled",Honduras,2007.0
3429,"Rice, Milled",Hungary,810.0
3430,"Rice, Milled",India,8569.0
3431,"Rice, Milled",Indonesia,63287.0
3432,"Rice, Milled",Iran,42931.0
3433,"Rice, Milled",Iraq,27608.0
3434,"Rice, Milled",Israel,2733.0
3435,"Rice, Milled",Jamaica,3142.0
3436,"Rice, Milled",Japan,19572.0
3437,"Rice, Milled",Jordan,4558.0
3438,"Rice, Milled",Kazakhstan,705.0
3439,"Rice, Milled",Kenya,7313.0
3442,"Rice, Milled",Kuwait,5290.0
3443,"Rice, Milled",Kyrgyzstan,228.0
3444,"Rice, Milled",Laos,1779.0
3445,"Rice, Milled",Lebanon,1593.0
3446,"Rice, Milled",Liberia,4934.0
3447,"Rice, Milled",Libya,4932.0
3449,"Rice, Milled",Macedonia,5.0
3450,"Rice, Milled",Madagascar,7427.0
3451,"Rice, Milled",Malawi,185.0
3452,"Rice, Milled",Malaysia,27007.0
3453,"Rice, Milled",Mali,2650.0
3454,"Rice, Milled",Mauritania,2596.0
3456,"Rice, Milled",Mexico,13071.0
3457,"Rice, Milled",Morocco,549.0
3458,"Rice, Milled",Mozambique,7190.0
3459,"Rice, Milled",Nepal,2226.0
3460,"Rice, Milled",New Zealand,674.0
3461,"Rice, Milled",Nicaragua,2343.0
3462,"Rice, Milled",Niger,3047.0
3463,"Rice, Milled",Nigeria,42964.0
3464,"Rice, Milled",Norway,101.0
3465,"Rice, Milled",Oman,3886.0
3466,"Rice, Milled",Pakistan,317.0
3467,"Rice, Milled",Panama,901.0
3468,"Rice, Milled",Papua New Guinea,6328.0
3469,"Rice, Milled",Paraguay,117.0
3470,"Rice, Milled",Peru,6281.0
3471,"Rice, Milled",Philippines,35052.0
3472,"Rice, Milled",Poland,2831.0
3473,"Rice, Milled",Qatar,831.0
3475,"Rice, Milled",Romania,1746.0
3476,"Rice, Milled",Russia,7445.0
3477,"Rice, Milled",Rwanda,330.0
3478,"Rice, Milled",Saudi Arabia,33207.0
3479,"Rice, Milled",Senegal,25312.0
3480,"Rice, Milled",Sierra Leone,4242.0
3482,"Rice, Milled",Slovakia,126.0
3483,"Rice, Milled",Slovenia,61.0
3484,"Rice, Milled",Somalia,3945.0
3485,"Rice, Milled",South Africa,20112.0
3486,"Rice, Milled",Sri Lanka,13753.0
3487,"Rice, Milled",Sudan,1171.0
3488,"Rice, Milled",Suriname,0.0
3489,"Rice, Milled",Swaziland,1.0
3490,"Rice, Milled",Switzerland,2739.0
3491,"Rice, Milled",Syria,6948.0
3492,"Rice, Milled",Taiwan,1853.0
3493,"Rice, Milled",Tajikistan,167.0
3495,"Rice, Milled",Thailand,2631.0
3496,"Rice, Milled",Togo,2553.0
3497,"Rice, Milled",Trinidad and Tobago,1841.0
3498,"Rice, Milled",Turkey,8524.0
3499,"Rice, Milled",Turkmenistan,597.0
3500,"Rice, Milled",Uganda,1155.0
3501,"Rice, Milled",Ukraine,1746.0
3503,"Rice, Milled",United Arab Emirates,6087.0
3505,"Rice, Milled",Uruguay,43.0
3506,"Rice, Milled",Uzbekistan,617.0
3507,"Rice, Milled",Venezuela,3092.0
3508,"Rice, Milled",Vietnam,15294.0
3509,"Rice, Milled",Yemen,6206.0
3512,"Rice, Milled",Zambia,283.0
3513,Rye,Albania,25.0
3514,Rye,Argentina,0.0
3515,Rye,Australia,90.0
3516,Rye,Belarus,698.0
3517,Rye,Bosnia and Herzegovina,0.0
3518,Rye,Brazil,18.0
3519,Rye,Bulgaria,81.0
3520,Rye,Canada,49.0
3521,Rye,Chile,90.0
3522,Rye,China,1327.0
3523,Rye,Croatia,7.0
3524,Rye,Czech Republic,375.0
3527,Rye,Ecuador,0.0
3528,Rye,Estonia,393.0
3532,Rye,Hungary,540.0
3533,Rye,Israel,670.0
3534,Rye,Japan,9627.0
3535,Rye,Kazakhstan,424.0
3537,Rye,Latvia,458.0
3538,Rye,Lithuania,415.0
3539,Rye,Macedonia,0.0
3540,Rye,Moldova,523.0
3541,Rye,Norway,1812.0
3542,Rye,Poland,4407.0
3543,Rye,Romania,776.0
3544,Rye,Russia,3621.0
3547,Rye,Slovakia,92.0
3548,Rye,Slovenia,0.0
3549,Rye,South Africa,9.0
3550,Rye,Switzerland,616.0
3551,Rye,Tajikistan,70.0
3552,Rye,Turkey,444.0
3553,Rye,Ukraine,1757.0
3556,Rye,Uzbekistan,269.0
3557,Sorghum,Argentina,52.0
3558,Sorghum,Australia,282.0
3559,Sorghum,Benin,27.0
3560,Sorghum,Bolivia,34.0
3561,Sorghum,Botswana,1328.0
3562,Sorghum,Brazil,740.0
3564,Sorghum,Burundi,10.0
3565,Sorghum,Cameroon,105.0
3566,Sorghum,Central African Republic,0.0
3567,Sorghum,Chad,235.0
3568,Sorghum,Chile,4016.0
3569,Sorghum,China,13669.0
3570,Sorghum,Colombia,3789.0
3572,Sorghum,Costa Rica,217.0
3574,Sorghum,Cyprus,608.0
3575,Sorghum,Dominican Republic,12.0
3578,Sorghum,Ecuador,504.0
3579,Sorghum,Egypt,338.0
3580,Sorghum,El Salvador,159.0
3581,Sorghum,Eritrea,700.0
3582,Sorghum,Ethiopia,1102.0
3586,Sorghum,Ghana,98.0
3587,Sorghum,Guatemala,115.0
3588,Sorghum,Guinea,0.0
3590,Sorghum,Haiti,5.0
3591,Sorghum,Honduras,125.0
3592,Sorghum,India,7490.0
3593,Sorghum,Iran,1701.0
3594,Sorghum,Iraq,11.0
3595,Sorghum,Israel,15848.0
3596,Sorghum,Jamaica,0.0
3597,Sorghum,Japan,149090.0
3598,Sorghum,Jordan,565.0
3599,Sorghum,Kenya,569.0
3601,Sorghum,Lesotho,214.0
3602,Sorghum,Mali,10.0
3603,Sorghum,Mauritania,56.0
3604,Sorghum,Mexico,97023.0
3605,Sorghum,Morocco,565.0
3606,Sorghum,Mozambique,46.0
3607,Sorghum,Nicaragua,102.0
3608,Sorghum,Niger,1357.0
3609,Sorghum,Nigeria,324.0
3610,Sorghum,Norway,3098.0
3611,Sorghum,Pakistan,163.0
3612,Sorghum,Paraguay,2.0
3613,Sorghum,Peru,662.0
3614,Sorghum,Philippines,293.0
3615,Sorghum,Poland,3815.0
3616,Sorghum,Romania,1189.0
3617,Sorghum,Russia,1412.0
3618,Sorghum,Rwanda,98.0
3619,Sorghum,Saudi Arabia,4968.0
3620,Sorghum,Senegal,1212.0
3621,Sorghum,Sierra Leone,0.0
3622,Sorghum,Somalia,610.0
3623,Sorghum,South Africa,712.0
3624,Sorghum,South Sudan,49.0
3625,Sorghum,Sudan,3540.0
3626,Sorghum,Swaziland,73.0
3627,Sorghum,Taiwan,8954.0
3629,Sorghum,Thailand,56.0
3630,Sorghum,Togo,15.0
3631,Sorghum,Tunisia,181.0
3632,Sorghum,Turkey,841.0
3633,Sorghum,Uganda,219.0
3634,Sorghum,Ukraine,2.0
3637,Sorghum,Uruguay,175.0
3638,Sorghum,Venezuela,11053.0
3639,Sorghum,Yemen,36.0
3642,Sorghum,Zambia,135.0
3643,Sorghum,Zimbabwe,507.0
3644,"Sugar, Centrifugal",Afghanistan,2624.0
3645,"Sugar, Centrifugal",Albania,1877.0
3646,"Sugar, Centrifugal",Algeria,39506.0
3647,"Sugar, Centrifugal",Angola,6159.0
3648,"Sugar, Centrifugal",Argentina,621.0
3649,"Sugar, Centrifugal",Armenia,1390.0
3650,"Sugar, Centrifugal",Australia,811.0
3651,"Sugar, Centrifugal",Austria,136.0
3652,"Sugar, Centrifugal",Azerbaijan,6564.0
3655,"Sugar, Centrifugal",Bangladesh,23899.0
3657,"Sugar, Centrifugal",Belarus,8491.0
3658,"Sugar, Centrifugal",Belize,37.0
3659,"Sugar, Centrifugal",Benin,1459.0
3660,"Sugar, Centrifugal",Bermuda,99.0
3661,"Sugar, Centrifugal",Bolivia,96.0
3662,"Sugar, Centrifugal",Bosnia and Herzegovina,2471.0
3663,"Sugar, Centrifugal",Botswana,1621.0
3664,"Sugar, Centrifugal",Brazil,486.0
3665,"Sugar, Centrifugal",Brunei,354.0
3666,"Sugar, Centrifugal",Bulgaria,13002.0
3669,"Sugar, Centrifugal",Burundi,206.0
3670,"Sugar, Centrifugal",Cambodia,5661.0
3671,"Sugar, Centrifugal",Cameroon,1480.0
3672,"Sugar, Centrifugal",Canada,55579.0
3674,"Sugar, Centrifugal",Central African Republic,280.0
3675,"Sugar, Centrifugal",Chad,548.0
3676,"Sugar, Centrifugal",Chile,11989.0
3677,"Sugar, Centrifugal",China,75816.0
3678,"Sugar, Centrifugal",Colombia,2217.0
3682,"Sugar, Centrifugal",Costa Rica,199.0
3684,"Sugar, Centrifugal",Croatia,1028.0
3685,"Sugar, Centrifugal",Cuba,1203.0
3686,"Sugar, Centrifugal",Cyprus,721.0
3687,"Sugar, Centrifugal",Czech Republic,651.0
3688,"Sugar, Centrifugal",Denmark,150.0
3689,"Sugar, Centrifugal",Djibouti,1812.0
3690,"Sugar, Centrifugal",Dominican Republic,1020.0
3693,"Sugar, Centrifugal",Ecuador,1545.0
3694,"Sugar, Centrifugal",Egypt,33397.0
3695,"Sugar, Centrifugal",El Salvador,11.0
3696,"Sugar, Centrifugal",Estonia,902.0
3697,"Sugar, Centrifugal",Ethiopia,1288.0
3699,"Sugar, Centrifugal",Fiji,386.0
3700,"Sugar, Centrifugal",Finland,5348.0
3704,"Sugar, Centrifugal",France,0.0
3707,"Sugar, Centrifugal",Gabon,162.0
3709,"Sugar, Centrifugal",Georgia,4672.0
3712,"Sugar, Centrifugal",Ghana,8647.0
3715,"Sugar, Centrifugal",Greece,1385.0
3716,"Sugar, Centrifugal",Greenland,18.0
3719,"Sugar, Centrifugal",Guatemala,12.0
3720,"Sugar, Centrifugal",Guinea,2013.0
3722,"Sugar, Centrifugal",Guyana,269.0
3723,"Sugar, Centrifugal",Haiti,3464.0
3724,"Sugar, Centrifugal",Honduras,301.0
3726,"Sugar, Centrifugal",Hungary,1992.0
3727,"Sugar, Centrifugal",Iceland,514.0
3728,"Sugar, Centrifugal",India,19374.0
3729,"Sugar, Centrifugal",Indonesia,50216.0
3730,"Sugar, Centrifugal",Iran,42263.0
3731,"Sugar, Centrifugal",Iraq,24262.0
3732,"Sugar, Centrifugal",Ireland,609.0
3733,"Sugar, Centrifugal",Israel,15577.0
3734,"Sugar, Centrifugal",Italy,19.0
3735,"Sugar, Centrifugal",Jamaica,2764.0
3736,"Sugar, Centrifugal",Japan,99576.0
3737,"Sugar, Centrifugal",Jordan,7675.0
3738,"Sugar, Centrifugal",Kazakhstan,10821.0
3739,"Sugar, Centrifugal",Kenya,6402.0
3742,"Sugar, Centrifugal",Kuwait,2993.0
3743,"Sugar, Centrifugal",Kyrgyzstan,5111.0
3744,"Sugar, Centrifugal",Laos,940.0
3745,"Sugar, Centrifugal",Latvia,1456.0
3746,"Sugar, Centrifugal",Lebanon,4419.0
3747,"Sugar, Centrifugal",Liberia,621.0
3748,"Sugar, Centrifugal",Libya,8485.0
3749,"Sugar, Centrifugal",Lithuania,421.0
3751,"Sugar, Centrifugal",Macedonia,2853.0
3752,"Sugar, Centrifugal",Madagascar,2023.0
3753,"Sugar, Centrifugal",Malawi,73.0
3754,"Sugar, Centrifugal",Malaysia,43627.0
3756,"Sugar, Centrifugal",Mali,1449.0
3757,"Sugar, Centrifugal",Malta,557.0
3759,"Sugar, Centrifugal",Mauritania,4086.0
3761,"Sugar, Centrifugal",Mexico,11463.0
3762,"Sugar, Centrifugal",Moldova,644.0
3763,"Sugar, Centrifugal",Mongolia,1956.0
3764,"Sugar, Centrifugal",Morocco,24890.0
3765,"Sugar, Centrifugal",Mozambique,3038.0
3766,"Sugar, Centrifugal",Nepal,548.0
3767,"Sugar, Centrifugal",Netherlands,0.0
3769,"Sugar, Centrifugal",New Caledonia,722.0
3770,"Sugar, Centrifugal",New Zealand,8426.0
3771,"Sugar, Centrifugal",Nicaragua,164.0
3772,"Sugar, Centrifugal",Niger,1191.0
3773,"Sugar, Centrifugal",Nigeria,33241.0
3774,"Sugar, Centrifugal",Norway,6812.0
3775,"Sugar, Centrifugal",Oman,1589.0
3776,"Sugar, Centrifugal",Pakistan,10056.0
3777,"Sugar, Centrifugal",Panama,32.0
3778,"Sugar, Centrifugal",Papua New Guinea,375.0
3779,"Sugar, Centrifugal",Paraguay,558.0
3780,"Sugar, Centrifugal",Peru,7357.0
3781,"Sugar, Centrifugal",Philippines,3471.0
3782,"Sugar, Centrifugal",Poland,2953.0
3783,"Sugar, Centrifugal",Portugal,5732.0
3784,"Sugar, Centrifugal",Puerto Rico,1146.0
3785,"Sugar, Centrifugal",Qatar,559.0
3787,"Sugar, Centrifugal",Romania,9276.0
3788,"Sugar, Centrifugal",Russia,82819.0
3789,"Sugar, Centrifugal",Rwanda,401.0
3791,"Sugar, Centrifugal",Saudi Arabia,30455.0
3792,"Sugar, Centrifugal",Senegal,3017.0
3795,"Sugar, Centrifugal",Sierra Leone,809.0
3797,"Sugar, Centrifugal",Slovakia,732.0
3798,"Sugar, Centrifugal",Slovenia,654.0
3799,"Sugar, Centrifugal",Somalia,3221.0
3800,"Sugar, Centrifugal",South Africa,4529.0
3801,"Sugar, Centrifugal",Spain,3188.0
3802,"Sugar, Centrifugal",Sri Lanka,17105.0
3805,"Sugar, Centrifugal",Sudan,7307.0
3806,"Sugar, Centrifugal",Suriname,490.0
3807,"Sugar, Centrifugal",Swaziland,7.0
3808,"Sugar, Centrifugal",Sweden,2563.0
3809,"Sugar, Centrifugal",Switzerland,11088.0
3810,"Sugar, Centrifugal",Syria,23344.0
3811,"Sugar, Centrifugal",Taiwan,9386.0
3812,"Sugar, Centrifugal",Tajikistan,2586.0
3814,"Sugar, Centrifugal",Thailand,105.0
3815,"Sugar, Centrifugal",Togo,2236.0
3817,"Sugar, Centrifugal",Trinidad and Tobago,1632.0
3818,"Sugar, Centrifugal",Tunisia,11563.0
3819,"Sugar, Centrifugal",Turkey,2758.0
3820,"Sugar, Centrifugal",Turkmenistan,2360.0
3821,"Sugar, Centrifugal",Uganda,1855.0
3822,"Sugar, Centrifugal",Ukraine,8325.0
3824,"Sugar, Centrifugal",United Arab Emirates,32707.0
3825,"Sugar, Centrifugal",United Kingdom,29288.0
3827,"Sugar, Centrifugal",Uruguay,3580.0
3828,"Sugar, Centrifugal",Uzbekistan,9169.0
3830,"Sugar, Centrifugal",Venezuela,14195.0
3831,"Sugar, Centrifugal",Vietnam,6022.0
3833,"Sugar, Centrifugal",Yemen,12518.0
3836,"Sugar, Centrifugal",Zambia,80.0
3837,"Sugar, Centrifugal",Zimbabwe,1116.0
3838,"Tangerines/Mandarins, Fresh",Afghanistan,0.0
3839,"Tangerines/Mandarins, Fresh",Algeria,0.0
3840,"Tangerines/Mandarins, Fresh",Argentina,4.0
3841,"Tangerines/Mandarins, Fresh",Australia,2.0
3842,"Tangerines/Mandarins, Fresh",Brazil,4.0
3843,"Tangerines/Mandarins, Fresh",Canada,1647.0
3844,"Tangerines/Mandarins, Fresh",China,176.0
3845,"Tangerines/Mandarins, Fresh",Cuba,0.0
3846,"Tangerines/Mandarins, Fresh",Cyprus,0.0
3847,"Tangerines/Mandarins, Fresh",Egypt,0.0
3850,"Tangerines/Mandarins, Fresh",Greece,3.0
3851,"Tangerines/Mandarins, Fresh",Indonesia,1449.0
3852,"Tangerines/Mandarins, Fresh",Israel,0.0
3853,"Tangerines/Mandarins, Fresh",Italy,431.0
3854,"Tangerines/Mandarins, Fresh",Japan,231.0
3856,"Tangerines/Mandarins, Fresh",Lebanon,0.0
3857,"Tangerines/Mandarins, Fresh",Malaysia,939.0
3858,"Tangerines/Mandarins, Fresh",Mexico,0.0
3859,"Tangerines/Mandarins, Fresh",Morocco,0.0
3860,"Tangerines/Mandarins, Fresh",Netherlands,0.0
3861,"Tangerines/Mandarins, Fresh",Norway,0.0
3862,"Tangerines/Mandarins, Fresh",Philippines,541.0
3863,"Tangerines/Mandarins, Fresh",Russia,7119.0
3865,"Tangerines/Mandarins, Fresh",South Africa,6.0
3866,"Tangerines/Mandarins, Fresh",Spain,48.0
3867,"Tangerines/Mandarins, Fresh",Sweden,0.0
3868,"Tangerines/Mandarins, Fresh",Switzerland,0.0
3869,"Tangerines/Mandarins, Fresh",Thailand,680.0
3870,"Tangerines/Mandarins, Fresh",Tunisia,0.0
3871,"Tangerines/Mandarins, Fresh",Turkey,73.0
3872,"Tangerines/Mandarins, Fresh",Ukraine,1760.0
3874,"Tangerines/Mandarins, Fresh",Uruguay,0.0
3875,"Tangerines/Mandarins, Fresh",Vietnam,1856.0
3876,"Walnuts, Inshell Basis",Australia,131366.0
3877,"Walnuts, Inshell Basis",Brazil,93200.0
3878,"Walnuts, Inshell Basis",Canada,244900.0
3879,"Walnuts, Inshell Basis",Chile,7429.0
3880,"Walnuts, Inshell Basis",China,470519.0
3882,"Walnuts, Inshell Basis",France,221100.0
3884,"Walnuts, Inshell Basis",India,5800.0
3885,"Walnuts, Inshell Basis",Iran,690.0
3886,"Walnuts, Inshell Basis",Israel,119300.0
3887,"Walnuts, Inshell Basis",Italy,249353.0
3888,"Walnuts, Inshell Basis",Japan,391500.0
3889,"Walnuts, Inshell Basis",Jordan,0.0
3891,"Walnuts, Inshell Basis",Mexico,81500.0
3892,"Walnuts, Inshell Basis",Moldova,59000.0
3893,"Walnuts, Inshell Basis",Norway,33400.0
3894,"Walnuts, Inshell Basis",Russia,143600.0
3895,"Walnuts, Inshell Basis",Switzerland,65000.0
3896,"Walnuts, Inshell Basis",Syria,83760.0
3897,"Walnuts, Inshell Basis",Taiwan,61300.0
3898,"Walnuts, Inshell Basis",Turkey,452123.0
3899,"Walnuts, Inshell Basis",Ukraine,0.0
3901,"Walnuts, Inshell Basis",Vietnam,0.0
3902,Wheat,Afghanistan,29030.0
3903,Wheat,Albania,10102.0
3904,Wheat,Algeria,180125.0
3905,Wheat,Angola,13899.0
3906,Wheat,Argentina,1498.0
3907,Wheat,Armenia,9103.0
3908,Wheat,Australia,2254.0
3909,Wheat,Azerbaijan,26136.0
3911,Wheat,Bangladesh,78307.0
3913,Wheat,Belarus,16804.0
3914,Wheat,Benin,1240.0
3915,Wheat,Bhutan,89.0
3916,Wheat,Bolivia,15827.0
3917,Wheat,Bosnia and Herzegovina,8623.0
3918,Wheat,Brazil,242985.0
3919,Wheat,Bulgaria,5073.0
3922,Wheat,Cameroon,11961.0
3923,Wheat,Canada,7124.0
3924,Wheat,Chad,2768.0
3925,Wheat,Chile,32649.0
3926,Wheat,China,312498.0
3927,Wheat,Colombia,41943.0
3930,Wheat,Costa Rica,7890.0
3932,Wheat,Croatia,223.0
3933,Wheat,Cuba,52628.0
3934,Wheat,Cyprus,2419.0
3935,Wheat,Czech Republic,684.0
3936,Wheat,Dominican Republic,12908.0
3939,Wheat,Ecuador,18039.0
3940,Wheat,Egypt,313531.0
3941,Wheat,El Salvador,8353.0
3942,Wheat,Eritrea,2980.0
3943,Wheat,Estonia,2452.0
3944,Wheat,Ethiopia,24575.0
3946,Wheat,Fiji,4057.0
3949,Wheat,Gabon,2481.0
3950,Wheat,Georgia,19805.0
3951,Wheat,Ghana,11048.0
3952,Wheat,Guatemala,14016.0
3953,Wheat,Guinea,4862.0
3954,Wheat,Guyana,2412.0
3955,Wheat,Haiti,9511.0
3956,Wheat,Honduras,7017.0
3958,Wheat,Hungary,4371.0
3959,Wheat,India,106479.0
3960,Wheat,Indonesia,141481.0
3961,Wheat,Iran,128572.0
3962,Wheat,Iraq,96839.0
3963,Wheat,Israel,47148.0
3964,Wheat,Jamaica,11397.0
3965,Wheat,Japan,293826.0
3966,Wheat,Jordan,27214.0
3967,Wheat,Kazakhstan,2094.0
3968,Wheat,Kenya,20236.0
3971,Wheat,Kuwait,10716.0
3972,Wheat,Kyrgyzstan,9685.0
3973,Wheat,Latvia,2622.0
3974,Wheat,Lebanon,19458.0
3975,Wheat,Lesotho,2389.0
3976,Wheat,Liberia,976.0
3977,Wheat,Libya,47624.0
3978,Wheat,Lithuania,2780.0
3979,Wheat,Macedonia,2308.0
3980,Wheat,Madagascar,3810.0
3981,Wheat,Malawi,496.0
3982,Wheat,Malaysia,45134.0
3983,Wheat,Mali,1051.0
3984,Wheat,Malta,2069.0
3985,Wheat,Mauritania,8450.0
3987,Wheat,Mexico,83161.0
3988,Wheat,Moldova,5033.0
3989,Wheat,Mongolia,4715.0
3990,Wheat,Morocco,103262.0
3991,Wheat,Mozambique,11624.0
3992,Wheat,Namibia,353.0
